  0.000000000  0.000000000  0.000000000      12
       1       1  -39.415604087  -49.518658748
       1       2  -19.173335601  -25.091510961
       1       3    0.312934396   -3.057954110
       1       4    0.312934565   -3.057953942
       1       5    0.312934676   -3.057953830
       1       6    8.974353004   10.765914353
       1       7   23.529780949   26.504159198
       1       8   23.529780972   26.504159221
       1       9   23.529781007   26.504159257
       1      10   24.086025439   26.253880641
       1      11   24.086025490   26.253880692
       1      12   24.086025523   26.253880724
  0.000000000  0.000000000  0.125000000      12
       1       1  -39.407328510  -49.515124011
       1       2  -19.114895597  -24.989884851
       1       3   -0.122625317   -3.630488385
       1       4    0.274453317   -3.109588569
       1       5    0.274453429   -3.109588457
       1       6    9.402985273   11.289507497
       1       7   20.309943785   22.735264151
       1       8   21.984566649   24.666689252
       1       9   21.984566708   24.666689307
       1      10   25.239554639   27.929235407
       1      11   25.385560399   27.735141084
       1      12   25.385560457   27.735141139
 -0.000000000 -0.000000000  0.250000000      12
       1       1  -39.384425110  -49.499173305
       1       2  -18.968645790  -24.846571191
       1       3   -1.039210511   -4.634127490
       1       4    0.195286103   -3.201909163
       1       5    0.195286215   -3.201909051
       1       6   10.206995574   12.160730290
       1       7   17.693610739   20.081152344
       1       8   20.241450880   22.841300686
       1       9   20.241450950   22.841300756
       1      10   26.637817230   29.161165378
       1      11   27.213312751   29.578735861
       1      12   27.213312826   29.578735935
 -0.000000000 -0.000000000  0.375000000      12
       1       1  -39.360798530  -49.517449088
       1       2  -18.814309528  -24.639477520
       1       3   -1.850794118   -5.590924404
       1       4    0.126072000   -3.286349509
       1       5    0.126072111   -3.286349398
       1       6   10.606107203   12.609345635
       1       7   16.621487724   19.106357687
       1       8   19.041404134   21.592878167
       1       9   19.041404208   21.592878242
       1      10   28.572576231   31.025282144
       1      11   29.358727405   31.868921926
       1      12   29.358727491   31.868922011
  0.000000000  0.000000000  0.500000000      12
       1       1  -39.352324786  -49.555661343
       1       2  -18.748118800  -24.585779452
       1       3   -2.173613347   -5.987638651
       1       4    0.093683178   -3.333964574
       1       5    0.093683289   -3.333964463
       1       6   10.628772567   12.580109628
       1       7   16.471459235   19.156610791
       1       8   18.620427707   21.123708017
       1       9   18.620427782   21.123708092
       1      10   30.061538629   32.443294550
       1      11   30.558272912   33.212634986
